ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
A,8867,-0.003,4.181,-0.278,0.227,0.027,-0.04,0.229,0.135,0.699,-2.13,-0.275,0.23,0.03,-0.037,0.232,0.138,0.703,2
AAL,8867,-0.122,6.623,-0.277,-0.088,0.427,0.081,0.375,1.603,0.506,-7.058,-0.155,0.034,0.549,0.203,0.497,1.725,0.628,0
AAPL,8867,0.495,3.89,0.472,0.401,0.754,0.391,0.114,0.856,0.412,-0.108,-0.023,-0.094,0.259,-0.104,-0.381,0.361,-0.082,0
ABBV,8867,0.455,3.444,0.473,0.46,0.574,0.283,0.351,0.103,0.232,-1.166,0.018,0.005,0.118,-0.173,-0.104,-0.353,-0.223,0
ABNB,8867,0.438,5.912,0.673,0.544,0.241,0.639,1.171,0.501,1.156,-1.591,0.235,0.106,-0.197,0.201,0.733,0.063,0.718,2
ABT,8867,0.021,3.214,0.027,0.082,0.238,0.039,-0.154,-0.357,0.58,-1.259,0.006,0.061,0.217,0.018,-0.175,-0.378,0.559,0
ACGL,8867,0.434,3.204,0.992,0.488,0.562,0.295,0.904,0.345,0.02,-1.124,0.558,0.054,0.128,-0.139,0.47,-0.089,-0.415,2
ACN,8867,0.149,4.447,0.029,-0.378,0.247,0.364,-0.306,0.51,0.791,-1.376,-0.12,-0.526,0.098,0.216,-0.454,0.361,0.642,0
ADBE,8867,-0.092,5.297,0.518,-0.292,0.117,-0.104,-0.159,0.552,0.673,-4.628,0.61,-0.199,0.21,-0.012,-0.066,0.645,0.766,0
ADI,8867,0.283,4.325,0.618,0.644,-0.056,0.155,0.921,0.079,0.085,0.011,0.336,0.362,-0.339,-0.128,0.638,-0.204,-0.197,2
ADM,8867,0.224,3.957,0.77,0.228,-0.219,-0.211,0.623,0.278,0.055,-0.174,0.545,0.004,-0.444,-0.435,0.399,0.053,-0.169,2
ADP,8867,0.213,3.061,-0.251,0.182,0.424,0.051,0.082,0.43,0.464,-2.674,-0.465,-0.031,0.211,-0.162,-0.131,0.217,0.251,0
ADSK,8867,0.115,5.016,0.581,0.118,0.052,0.127,0.104,0.196,0.159,-3.488,0.466,0.003,-0.063,0.012,-0.011,0.081,0.045,2
AEE,8867,0.258,2.675,0.513,0.445,0.496,0.202,0.491,0.479,0.542,-0.036,0.256,0.188,0.239,-0.056,0.234,0.222,0.285,2
AEM,8867,0.423,5.402,0.799,0.025,1.118,0.545,0.072,0.491,0.893,-3.931,0.377,-0.397,0.695,0.123,-0.35,0.068,0.47,0
AEP,8867,0.335,2.806,0.074,0.454,0.384,0.38,0.153,0.661,0.943,-0.675,-0.261,0.119,0.049,0.045,-0.182,0.326,0.608,0
AES,8867,0.0,5.255,-0.136,-0.433,-0.261,0.307,-0.231,0.697,0.516,-2.537,-0.136,-0.433,-0.261,0.307,-0.231,0.697,0.516,0
AFL,8867,0.472,2.892,0.772,0.506,0.475,0.328,0.625,0.297,1.028,-0.118,0.3,0.034,0.003,-0.144,0.153,-0.175,0.556,2
AFRM,8867,0.103,13.246,0.069,0.207,1.127,0.461,-0.642,-0.623,-3.47,-3.141,-0.034,0.104,1.024,0.358,-0.745,-0.726,-3.573,0
AGI,8867,0.548,5.795,0.962,0.515,0.723,0.528,0.273,0.87,0.905,-4.584,0.413,-0.033,0.174,-0.021,-0.276,0.322,0.356,0
AI,8867,-1.293,10.615,-0.33,-1.008,-1.271,-1.051,-0.944,-1.13,-3.13,-0.644,0.963,0.285,0.022,0.242,0.349,0.163,-1.837,1
AIG,8867,0.449,3.511,0.652,0.738,0.352,0.416,0.607,0.653,0.524,-0.279,0.203,0.288,-0.097,-0.033,0.158,0.203,0.074,2
AIZ,8867,0.38,3.327,0.735,0.584,0.277,0.276,0.66,0.329,0.572,-0.581,0.355,0.204,-0.103,-0.104,0.28,-0.051,0.192,2
AJG,8867,0.53,3.324,0.367,0.771,0.739,0.621,0.663,0.319,0.326,-1.499,-0.164,0.24,0.209,0.091,0.132,-0.212,-0.204,0
AKAM,8867,0.153,5.434,0.343,0.196,0.249,0.062,-0.085,0.498,-0.557,-2.105,0.19,0.044,0.097,-0.091,-0.238,0.346,-0.709,0
ALB,8867,-0.029,7.568,-0.704,0.015,0.56,0.255,-0.437,0.128,-1.114,-2.237,-0.675,0.043,0.589,0.284,-0.409,0.156,-1.085,0
ALGN,8867,-0.214,6.928,-0.259,-0.227,0.173,0.044,-0.121,0.107,0.1,1.116,-0.046,-0.014,0.387,0.258,0.093,0.321,0.314,0
ALK,8867,0.15,6.052,-0.375,-0.095,0.138,0.159,-0.53,0.233,-0.475,-0.975,-0.526,-0.246,-0.012,0.009,-0.68,0.083,-0.625,0
ALL,8867,0.149,3.497,0.303,0.176,0.562,0.106,0.228,0.455,-0.058,-1.028,0.153,0.026,0.413,-0.043,0.079,0.306,-0.208,0
ALLE,8867,0.038,3.743,0.324,0.21,-0.125,-0.029,0.669,-0.4,0.019,-1.906,0.286,0.172,-0.163,-0.067,0.63,-0.438,-0.02,2
AMAT,8867,0.702,6.125,0.451,1.338,0.634,0.4,1.015,0.618,1.03,0.0,-0.251,0.636,-0.068,-0.301,0.313,-0.084,0.329,2
AMCR,8867,0.103,3.279,0.425,0.349,0.243,-0.242,0.692,0.0,0.485,-0.837,0.322,0.246,0.14,-0.345,0.589,-0.103,0.382,2
AMD,8867,0.481,7.823,-0.185,0.445,0.385,1.126,-0.188,1.348,-0.483,-3.003,-0.666,-0.036,-0.096,0.645,-0.669,0.867,-0.964,0
AME,8867,0.293,2.921,0.43,0.356,0.455,0.25,0.325,0.367,0.437,-0.795,0.137,0.064,0.163,-0.043,0.032,0.075,0.144,2
AMGN,8867,0.102,3.359,0.257,-0.033,0.332,0.035,0.039,-0.107,-0.212,-0.459,0.155,-0.135,0.23,-0.067,-0.063,-0.209,-0.314,0
AMP,8867,0.538,3.848,0.495,0.554,0.455,0.063,0.515,0.291,0.44,-2.939,-0.043,0.016,-0.084,-0.475,-0.023,-0.247,-0.098,2
AMT,8867,-0.198,3.894,-0.066,-0.176,0.18,-0.329,-0.235,-0.51,-0.702,-0.815,0.131,0.021,0.378,-0.131,-0.037,-0.313,-0.505,0
AMZN,8867,0.304,5.003,0.318,0.487,0.338,0.293,0.502,0.529,0.054,-2.271,0.014,0.183,0.034,-0.011,0.198,0.225,-0.25,2
ANET,8867,0.879,6.564,1.331,0.992,0.665,1.157,0.6,0.427,1.327,-0.132,0.452,0.113,-0.214,0.279,-0.278,-0.452,0.448,2
AON,8867,0.406,3.198,-0.085,0.594,0.738,0.513,0.279,0.09,0.747,-0.608,-0.491,0.188,0.331,0.107,-0.127,-0.316,0.341,0
AOS,8867,0.035,3.74,0.068,-0.103,0.158,-0.087,0.129,0.499,0.766,-2.289,0.034,-0.138,0.123,-0.122,0.094,0.464,0.731,0
APA,8867,0.616,6.784,0.806,0.907,0.537,0.752,0.941,0.26,0.197,-0.487,0.19,0.292,-0.078,0.136,0.326,-0.355,-0.418,2
APD,8867,0.097,3.73,0.283,-0.149,-0.049,0.127,0.588,0.388,0.829,-2.56,0.185,-0.246,-0.147,0.03,0.491,0.291,0.732,2
APH,8867,0.693,4.146,0.881,0.668,0.488,0.558,0.748,0.407,1.105,0.016,0.189,-0.025,-0.205,-0.135,0.055,-0.285,0.413,2
APO,8867,0.401,5.157,0.983,0.578,0.168,0.199,0.684,0.143,0.768,-3.016,0.581,0.177,-0.233,-0.202,0.282,-0.258,0.367,2
APP,8867,0.802,11.216,0.256,0.518,1.425,0.594,-0.477,1.744,0.638,-6.99,-0.546,-0.283,0.624,-0.208,-1.279,0.942,-0.164,0
APPN,8762,-0.561,8.281,0.864,-0.899,-1.733,-0.78,-0.687,-0.331,-1.104,-1.389,1.426,-0.337,-1.172,-0.218,-0.126,0.231,-0.543,1
APTV,8867,-0.195,5.788,-0.515,-0.217,-0.353,0.182,-0.681,-0.023,-0.546,-5.384,-0.32,-0.022,-0.158,0.377,-0.486,0.172,-0.351,0
ARE,8867,-0.134,4.822,-0.441,-0.182,-0.307,0.013,-0.671,-0.042,-0.669,-1.197,-0.307,-0.048,-0.173,0.146,-0.537,0.092,-0.536,0
ARES,8867,0.575,5.295,0.514,0.814,0.431,0.867,0.768,0.311,0.543,-2.367,-0.061,0.239,-0.144,0.292,0.193,-0.264,-0.032,2
ASAN,8867,-0.787,11.273,0.447,-1.289,-0.477,-1.126,-0.222,-1.469,-2.767,-3.053,1.234,-0.502,0.31,-0.339,0.565,-0.682,-1.98,1
ATO,8867,0.293,2.572,0.711,0.516,0.378,0.281,0.322,0.38,0.09,-3.608,0.418,0.222,0.085,-0.013,0.028,0.087,-0.204,2
ATVI,4009,0.036,4.081,0.153,-0.289,0.422,0.087,0.154,-0.433,0.234,-0.956,0.117,-0.325,0.386,0.051,0.118,-0.469,0.198,0
AVB,8867,0.1,2.936,0.583,0.009,0.041,0.01,0.514,0.396,0.136,-2.473,0.483,-0.091,-0.06,-0.09,0.413,0.296,0.036,2
AVGO,8867,0.626,6.125,1.169,0.883,0.669,0.268,0.892,1.122,0.941,1.075,0.542,0.256,0.042,-0.359,0.265,0.496,0.314,2
AVY,8867,0.023,3.254,0.349,0.116,-0.042,-0.056,0.39,-0.086,-0.044,-1.251,0.326,0.093,-0.066,-0.079,0.366,-0.109,-0.067,2
AWK,8867,0.054,3.233,0.253,0.073,0.061,-0.1,-0.008,0.015,-0.103,-1.766,0.198,0.018,0.007,-0.155,-0.062,-0.039,-0.158,2
AXON,8867,0.481,7.477,0.497,0.323,0.692,0.41,0.276,0.664,0.751,-0.651,0.016,-0.158,0.21,-0.071,-0.206,0.183,0.269,0
AXP,8867,0.398,4.14,0.704,0.313,0.133,0.429,0.739,0.413,0.482,-0.484,0.306,-0.085,-0.265,0.031,0.341,0.015,0.084,2
AZO,8862,0.283,3.482,0.567,0.079,0.63,0.377,0.693,-0.004,0.098,-2.473,0.283,-0.205,0.347,0.093,0.409,-0.287,-0.186,0
BA,8867,0.13,5.286,-0.562,0.152,-0.125,0.222,-0.212,0.611,0.936,-3.355,-0.692,0.022,-0.255,0.092,-0.343,0.481,0.806,0
BABA,8867,-0.658,7.15,-0.721,-0.898,-0.658,-0.435,-0.467,-1.867,-1.109,-0.842,-0.063,-0.24,-0.001,0.222,0.191,-1.21,-0.451,1
BAC,8867,0.456,4.035,-0.478,0.364,0.531,0.39,0.0,0.46,0.384,-0.965,-0.934,-0.091,0.075,-0.066,-0.456,0.005,-0.071,0
BALL,7365,0.307,4.271,0.614,0.042,0.411,0.076,0.45,0.796,0.0,-0.18,0.306,-0.266,0.104,-0.232,0.143,0.488,-0.307,2
BAX,8867,-0.061,4.795,-0.196,0.102,0.203,-0.321,0.229,-0.188,-0.484,-2.376,-0.135,0.163,0.264,-0.26,0.29,-0.127,-0.423,0
BBY,8867,-0.174,5.217,0.483,-0.316,-0.708,-0.102,0.426,-0.335,0.477,-3.098,0.657,-0.142,-0.533,0.073,0.6,-0.161,0.652,1
BDX,8867,0.064,3.297,0.631,0.289,0.103,-0.22,0.41,0.13,0.329,-1.37,0.567,0.224,0.038,-0.285,0.346,0.066,0.265,2
BEN,8867,0.041,4.367,0.229,0.0,-0.36,-0.355,0.346,0.075,-0.017,-0.883,0.188,-0.041,-0.401,-0.396,0.305,0.035,-0.058,2
BG,8867,0.195,4.168,0.523,0.158,-0.062,-0.01,-0.11,0.394,0.509,0.208,0.328,-0.037,-0.258,-0.206,-0.306,0.199,0.313,2
BIDU,8867,-0.447,7.017,-0.643,-0.784,0.168,-0.664,-1.152,-1.703,0.755,-0.666,-0.196,-0.337,0.615,-0.217,-0.705,-1.256,1.202,0
BIIB,8860,-0.146,4.487,0.18,-0.149,-0.116,-0.337,-0.41,-0.553,-0.917,-1.038,0.326,-0.002,0.031,-0.191,-0.264,-0.407,-0.771,0
BILI,8867,-0.677,10.722,0.023,-0.517,-0.689,-1.884,0.304,-1.799,-0.906,-2.087,0.701,0.161,-0.011,-1.207,0.981,-1.121,-0.229,1
BILL,8867,-0.027,9.639,0.47,0.244,-0.026,-0.097,-0.417,-0.679,-0.55,-10.759,0.497,0.27,0.0,-0.07,-0.39,-0.653,-0.524,1
BIO,8860,-0.076,5.187,0.1,0.335,-0.135,-0.213,0.553,-0.023,-0.959,-1.711,0.176,0.411,-0.059,-0.137,0.629,0.053,-0.883,2
BKNG,8867,0.567,4.573,0.67,0.619,0.489,0.341,1.229,0.035,0.715,-1.335,0.103,0.053,-0.078,-0.226,0.663,-0.532,0.149,2
BKR,8867,0.56,5.087,1.098,0.882,0.786,0.234,0.989,1.12,0.136,-1.306,0.537,0.322,0.226,-0.326,0.428,0.559,-0.424,2
BLDR,8867,0.354,6.354,-0.989,0.601,0.967,0.944,-0.46,-0.895,-0.338,-1.449,-1.343,0.247,0.613,0.59,-0.814,-1.249,-0.692,0
BLK,8867,0.255,3.853,-0.585,0.281,0.157,0.288,-0.45,0.185,0.858,-1.841,-0.839,0.026,-0.097,0.034,-0.705,-0.069,0.604,0
BMY,8867,0.033,3.398,0.02,0.2,0.166,-0.085,-0.067,0.192,-1.236,-0.622,-0.013,0.167,0.133,-0.118,-0.1,0.159,-1.268,0
BR,8867,0.099,3.285,0.029,-0.074,0.176,0.052,0.029,0.087,0.019,0.128,-0.069,-0.173,0.077,-0.047,-0.069,-0.011,-0.08,0
BRO,8867,0.477,3.444,0.367,0.521,0.693,0.283,0.415,0.654,0.293,-0.532,-0.11,0.044,0.216,-0.194,-0.062,0.177,-0.183,0
BRZE,8149,0.029,9.032,0.214,-0.251,0.159,0.091,-0.709,-0.196,1.209,-2.587,0.185,-0.279,0.131,0.062,-0.738,-0.225,1.18,0
BSX,8867,0.272,3.605,0.765,0.539,0.328,0.065,0.425,0.159,0.92,-1.037,0.492,0.267,0.055,-0.208,0.152,-0.113,0.648,2
BWA,8867,0.203,4.718,0.334,0.348,0.234,0.145,0.939,0.524,0.399,-2.06,0.131,0.144,0.031,-0.058,0.736,0.321,0.196,2
BX,8867,0.28,5.577,-0.137,0.437,0.347,0.249,-0.139,0.352,0.272,-2.183,-0.417,0.157,0.067,-0.031,-0.419,0.072,-0.008,0
BXP,8867,-0.15,4.51,1.203,-0.028,-0.572,-0.161,0.912,-0.235,0.087,-3.998,1.353,0.122,-0.421,-0.011,1.063,-0.085,0.237,1
C,8867,0.351,4.223,0.071,0.047,0.522,0.41,-0.012,0.616,1.052,-0.707,-0.28,-0.304,0.17,0.058,-0.363,0.264,0.701,0
CAG,8867,-0.246,3.17,0.045,-0.276,-0.205,-0.165,-0.112,-0.628,-0.124,-1.585,0.291,-0.03,0.04,0.08,0.134,-0.382,0.121,2
CAH,8867,0.409,3.676,1.09,0.37,0.08,0.345,0.976,0.775,0.273,-1.67,0.682,-0.039,-0.329,-0.064,0.567,0.366,-0.136,2
CARR,8867,0.131,4.494,-0.022,0.198,0.355,0.144,-0.263,0.099,0.393,-2.341,-0.153,0.067,0.224,0.013,-0.394,-0.032,0.262,0
CASY,8866,0.37,3.676,0.583,0.598,0.424,0.406,0.638,-0.32,-0.366,0.108,0.213,0.227,0.054,0.036,0.268,-0.691,-0.736,2
CAT,8867,0.484,4.508,0.647,0.162,0.511,0.494,0.423,0.674,1.137,0.01,0.163,-0.322,0.027,0.01,-0.061,0.19,0.653,2
CB,8867,0.333,2.684,1.069,0.371,0.263,0.111,0.728,0.273,0.227,-0.768,0.736,0.039,-0.069,-0.222,0.395,-0.06,-0.106,2
CBOE,8867,0.487,3.324,1.115,0.691,0.433,0.257,1.312,0.209,0.21,-2.194,0.628,0.204,-0.055,-0.23,0.825,-0.278,-0.277,2
CBRE,8867,0.537,4.26,0.194,0.789,0.497,0.165,0.869,0.844,0.421,0.392,-0.343,0.252,-0.04,-0.372,0.332,0.307,-0.116,2
CCI,8867,-0.356,3.853,-0.557,-0.271,-0.009,-0.212,-0.571,-0.594,0.125,-2.869,-0.201,0.085,0.347,0.144,-0.215,-0.237,0.481,0
CCL,8867,-0.055,7.824,-0.615,-0.168,0.217,0.067,-0.134,-0.52,-1.199,-2.18,-0.56,-0.113,0.272,0.122,-0.079,-0.465,-1.144,0
CDNS,8867,0.233,4.861,0.373,0.219,0.094,-0.087,0.619,0.108,0.668,-1.633,0.14,-0.014,-0.14,-0.32,0.386,-0.125,0.434,2
CDW,8867,0.207,4.621,0.384,0.265,0.086,0.391,-0.228,0.511,0.923,-2.097,0.176,0.058,-0.122,0.184,-0.435,0.304,0.716,0
CE,8867,0.069,6.322,-0.053,0.411,0.396,0.0,0.033,0.088,-0.186,-3.057,-0.122,0.342,0.327,-0.069,-0.036,0.019,-0.255,0
CEG,7834,0.747,6.865,1.933,0.322,0.397,0.861,1.389,0.979,0.55,-5.888,1.186,-0.425,-0.349,0.114,0.642,0.232,-0.197,1
CF,8867,0.36,5.029,1.004,0.364,0.106,-0.065,1.011,0.496,0.03,-0.869,0.644,0.003,-0.255,-0.426,0.651,0.136,-0.331,2
CFG,8867,0.418,4.74,0.313,0.533,0.368,0.443,0.137,-0.441,1.25,-2.558,-0.105,0.115,-0.05,0.025,-0.281,-0.859,0.832,0
CFLT,8230,0.163,10.431,1.117,0.395,-0.171,-0.357,0.627,0.15,0.109,-3.591,0.954,0.232,-0.334,-0.52,0.464,-0.013,-0.054,1
CHD,8867,0.113,2.732,0.468,0.108,-0.014,0.108,0.054,0.202,0.364,-1.002,0.355,-0.005,-0.127,-0.005,-0.058,0.089,0.251,2
CHRW,8867,0.204,4.61,1.079,0.281,-0.054,0.293,0.832,-0.077,-0.488,-1.088,0.875,0.078,-0.258,0.089,0.628,-0.281,-0.692,2
CHTR,8867,-0.279,5.909,-0.703,-0.024,-0.228,-0.208,-0.931,-0.124,-0.082,-1.52,-0.424,0.254,0.051,0.07,-0.652,0.154,0.196,0
CI,8867,0.276,3.835,1.007,0.608,0.246,0.087,0.791,0.235,0.087,-0.303,0.731,0.333,-0.03,-0.189,0.515,-0.041,-0.189,2
CIEN,8867,0.755,6.738,-0.335,0.752,0.406,0.771,0.185,0.88,-0.776,-0.571,-1.091,-0.004,-0.35,0.016,-0.57,0.125,-1.531,0
CINF,8867,0.267,3.408,0.834,0.54,0.396,0.117,0.482,0.337,0.269,0.315,0.568,0.273,0.129,-0.15,0.215,0.07,0.003,2
CL,8867,0.109,2.524,0.092,0.035,0.18,0.111,-0.055,0.003,0.117,-1.341,-0.016,-0.074,0.071,0.002,-0.163,-0.106,0.009,0
CLX,8867,-0.209,3.704,0.085,-0.334,-0.277,-0.219,-0.481,-0.022,-0.529,-2.872,0.293,-0.125,-0.069,-0.011,-0.272,0.186,-0.32,0
CMCSA,8867,-0.126,3.564,0.0,0.106,-0.2,-0.179,0.073,0.0,0.221,-2.205,0.126,0.232,-0.074,-0.053,0.2,0.126,0.348,2
CME,8867,0.151,2.923,0.347,0.265,0.134,0.012,0.054,0.267,1.061,-0.901,0.197,0.115,-0.017,-0.139,-0.096,0.116,0.911,2
CMG,8867,0.201,4.857,-0.091,0.32,0.412,0.473,0.2,0.24,0.947,-1.428,-0.292,0.118,0.211,0.271,-0.002,0.039,0.746,0
CMI,8867,0.372,3.744,0.998,0.349,0.295,0.086,0.454,0.662,0.201,-0.175,0.626,-0.023,-0.077,-0.286,0.082,0.29,-0.171,2
CMS,8867,0.218,2.582,-0.064,0.477,0.507,0.234,-0.02,0.683,-0.742,-0.314,-0.282,0.259,0.289,0.015,-0.238,0.465,-0.96,0
CNC,8867,0.167,5.597,-0.028,0.271,0.066,0.184,0.169,-0.082,0.844,-4.817,-0.195,0.104,-0.101,0.017,0.002,-0.249,0.677,0
CNP,8867,0.293,2.721,0.29,0.403,0.513,0.289,0.438,0.298,0.464,-0.499,-0.003,0.109,0.219,-0.005,0.144,0.005,0.171,2
COF,8867,0.165,4.893,0.488,0.27,0.022,-0.193,0.354,0.065,-0.359,-2.751,0.322,0.105,-0.143,-0.358,0.189,-0.1,-0.524,1
COHR,8509,0.547,9.929,0.373,0.758,0.786,0.385,0.291,-0.611,0.693,-2.35,-0.174,0.211,0.239,-0.162,-0.256,-1.158,0.146,0
COIN,8867,-0.527,12.374,-1.892,-0.053,-0.285,-0.12,-2.499,-1.379,-2.775,-2.433,-1.365,0.474,0.242,0.407,-1.972,-0.852,-2.248,0
COO,8867,-0.049,4.217,-0.624,0.052,0.353,0.047,-0.142,0.011,-0.368,-0.535,-0.575,0.101,0.402,0.096,-0.093,0.06,-0.319,0
COP,8867,0.384,4.624,0.714,0.255,0.419,0.862,0.719,0.979,0.847,-1.831,0.33,-0.129,0.035,0.478,0.335,0.594,0.463,0
COR,5932,0.45,3.24,0.908,0.613,0.689,0.682,0.694,0.86,0.505,-0.19,0.458,0.163,0.239,0.232,0.244,0.409,0.054,2
COST,8867,0.52,3.209,-0.063,0.674,0.592,0.717,0.225,0.02,-0.093,-1.098,-0.582,0.154,0.072,0.197,-0.295,-0.5,-0.613,0
CPAY,4084,0.037,4.667,0.183,-0.022,-0.123,-0.031,0.036,-0.378,-1.043,0.376,0.145,-0.059,-0.16,-0.068,-0.002,-0.416,-1.081,2
CPB,8867,-0.128,3.262,0.028,-0.103,-0.033,0.023,-0.051,-0.154,-0.289,-1.006,0.156,0.026,0.095,0.151,0.077,-0.026,-0.161,0
CPRT,8867,0.165,3.641,-0.34,0.036,0.236,0.059,0.152,0.203,0.34,-3.194,-0.505,-0.129,0.07,-0.107,-0.013,0.038,0.175,0
CPT,8867,0.055,3.142,0.205,0.054,0.312,0.0,0.167,-0.087,0.565,-1.672,0.15,-0.0,0.257,-0.055,0.112,-0.142,0.51,0
CRH,8848,0.292,4.166,-0.156,0.491,0.304,0.122,-0.25,0.084,0.218,-1.868,-0.448,0.2,0.012,-0.17,-0.542,-0.208,-0.074,0
CRL,8867,0.215,6.314,-0.223,0.763,0.734,0.048,0.577,-0.487,-0.264,-1.745,-0.438,0.548,0.519,-0.167,0.362,-0.701,-0.479,0
CRM,8867,0.219,5.222,0.871,0.052,0.091,-0.035,0.158,-0.214,0.545,-2.384,0.652,-0.167,-0.128,-0.254,-0.061,-0.433,0.326,2
CRWD,8867,0.716,8.784,1.797,0.727,0.351,0.764,0.79,0.348,0.011,-1.341,1.081,0.011,-0.365,0.048,0.074,-0.369,-0.705,2
CSCO,8867,0.379,3.541,0.814,0.514,0.353,0.249,0.863,0.498,0.342,-1.137,0.435,0.135,-0.027,-0.13,0.484,0.119,-0.037,2
CSGP,8867,-0.268,4.916,-0.13,-0.103,-0.336,-0.13,0.147,0.16,-1.111,-1.178,0.138,0.164,-0.069,0.137,0.414,0.428,-0.843,2
CSX,8867,0.211,3.181,0.238,0.173,-0.116,0.0,0.132,0.203,-0.12,-0.572,0.027,-0.039,-0.327,-0.211,-0.079,-0.008,-0.332,2
CTAS,8867,0.378,3.198,0.285,0.63,0.497,0.456,0.496,0.287,0.322,-1.656,-0.093,0.252,0.119,0.079,0.118,-0.091,-0.056,0
CTLT,6079,0.106,7.525,-0.053,0.375,0.589,0.303,-0.284,0.229,0.107,-1.682,-0.16,0.268,0.482,0.196,-0.391,0.123,0.001,0
CTRA,8034,0.31,4.78,0.979,0.32,-0.208,0.079,0.3,0.485,0.217,-3.864,0.669,0.011,-0.518,-0.23,-0.01,0.175,-0.092,1
CTSH,8867,-0.127,4.236,-0.08,-0.36,-0.335,0.006,0.066,-0.049,0.568,-3.587,0.047,-0.233,-0.208,0.134,0.194,0.079,0.695,0
CTVA,8867,0.38,3.713,0.671,0.027,0.375,0.332,0.478,0.587,0.901,0.012,0.291,-0.353,-0.005,-0.048,0.098,0.207,0.521,2
CVNA,7427,-0.189,12.591,-1.155,-0.634,-0.368,0.524,-1.178,-0.76,0.409,-2.341,-0.966,-0.445,-0.179,0.712,-0.989,-0.571,0.597,0
CVS,8867,0.292,4.376,0.0,0.259,0.497,0.407,0.555,0.272,0.166,-2.138,-0.292,-0.033,0.205,0.115,0.263,-0.02,-0.126,0
CVX,8867,0.369,3.661,0.461,0.58,0.268,0.322,0.328,0.026,1.44,-0.284,0.092,0.211,-0.101,-0.047,-0.041,-0.343,1.071,2
CZR,8867,-0.3,6.84,0.181,-0.109,-1.114,-0.902,0.184,-1.213,0.072,-4.214,0.48,0.191,-0.814,-0.602,0.484,-0.914,0.372,1
D,8867,0.086,3.134,0.171,0.306,0.083,0.056,0.426,0.079,-0.345,-1.04,0.086,0.22,-0.003,-0.03,0.341,-0.007,-0.43,2
DAL,8867,0.374,5.67,-0.206,0.212,0.395,0.884,0.17,-0.199,0.984,-0.429,-0.58,-0.161,0.021,0.51,-0.204,-0.573,0.61,0
DASH,8867,0.354,7.271,0.748,0.081,0.224,-0.297,0.929,0.188,0.526,-2.823,0.394,-0.273,-0.13,-0.651,0.575,-0.166,0.172,1
DAY,3503,0.014,5.675,0.278,0.087,0.044,-0.092,0.348,-0.341,0.305,-1.016,0.264,0.072,0.029,-0.106,0.333,-0.355,0.291,2
DD,8867,0.122,4.237,0.739,0.085,0.076,-0.152,0.941,0.385,0.011,1.38,0.617,-0.037,-0.046,-0.274,0.819,0.263,-0.111,2
DDOG,8867,0.435,8.085,0.857,0.0,0.608,0.491,0.927,0.154,-0.366,-0.154,0.422,-0.435,0.173,0.056,0.491,-0.281,-0.802,2
DE,8867,0.28,4.123,0.925,0.342,0.297,0.05,0.099,0.314,1.027,-2.581,0.645,0.062,0.017,-0.23,-0.181,0.034,0.747,2
DECK,8867,0.555,5.798,0.313,0.441,0.925,0.722,0.215,1.056,-0.127,-1.479,-0.242,-0.114,0.37,0.167,-0.34,0.501,-0.682,0
DELL,8867,0.903,7.583,0.605,1.473,1.552,0.651,0.394,1.058,0.159,-3.035,-0.297,0.57,0.649,-0.252,-0.509,0.155,-0.744,0
DFS,6790,0.504,5.249,0.717,1.194,1.01,0.415,-0.15,0.227,0.306,-0.887,0.213,0.69,0.507,-0.088,-0.653,-0.276,-0.197,0
DG,8867,-0.088,5.081,-0.153,-0.05,-0.424,-0.177,0.042,-0.145,0.804,-1.879,-0.065,0.038,-0.336,-0.089,0.13,-0.057,0.892,2
DGX,8867,0.214,3.108,0.043,0.36,0.432,-0.019,0.242,0.015,-0.669,-2.561,-0.171,0.146,0.218,-0.233,0.029,-0.199,-0.883,0
DHI,8867,0.12,4.743,0.141,0.294,0.249,-0.401,0.206,0.232,-0.502,-1.356,0.022,0.174,0.13,-0.521,0.087,0.113,-0.621,2
DHR,8867,0.036,3.954,0.385,0.035,0.172,0.062,0.424,0.468,0.11,-0.469,0.349,-0.002,0.135,0.025,0.388,0.432,0.074,2
DIS,8867,-0.182,4.178,-0.063,-0.371,-0.623,-0.148,0.062,-0.081,0.747,-2.199,0.119,-0.189,-0.441,0.035,0.244,0.101,0.929,2
DKNG,8867,0.058,8.876,-0.223,0.353,0.04,0.015,-0.374,0.807,0.445,-3.747,-0.281,0.295,-0.018,-0.043,-0.432,0.748,0.387,0
DLR,8867,0.209,4.005,0.119,0.301,0.353,0.323,0.317,-0.283,0.498,-1.103,-0.09,0.092,0.144,0.113,0.108,-0.492,0.289,0
DLTR,8867,0.221,5.608,-0.315,0.17,0.563,0.161,-0.423,0.045,0.493,0.268,-0.535,-0.05,0.342,-0.059,-0.643,-0.176,0.273,0
DOC,8860,-0.055,4.873,0.259,0.045,-0.21,-0.114,0.351,-0.161,0.113,-0.966,0.314,0.101,-0.155,-0.059,0.406,-0.106,0.169,2
DOCN,8867,0.238,10.141,0.79,0.149,0.577,0.129,2.113,0.401,0.175,-3.697,0.553,-0.089,0.339,-0.109,1.875,0.163,-0.063,1
